,group,sub_group,sub_sub_group,dataset,shape,size
279,AwakeEventData,BOVWA.11TCC4.AWAKECAM11,ExtractionImage,horProjAmp,"(1,)",1
280,AwakeEventData,BOVWA.11TCC4.AWAKECAM11,ExtractionImage,horProjAvg,"(1,)",1
281,AwakeEventData,BOVWA.11TCC4.AWAKECAM11,ExtractionImage,horProjSigma,"(1,)",1
282,AwakeEventData,BOVWA.11TCC4.AWAKECAM11,ExtractionImage,horProjection,"(1280,)",1280
283,AwakeEventData,BOVWA.11TCC4.AWAKECAM11,ExtractionImage,imageRawData,"(960, 1280)",1228800
284,AwakeEventData,BOVWA.11TCC4.AWAKECAM11,ExtractionImage,imageTimeStamp,"(1,)",1
285,AwakeEventData,BOVWA.11TCC4.AWAKECAM11,ExtractionImage,intensityAvg,"(1,)",1
286,AwakeEventData,BOVWA.11TCC4.AWAKECAM11,ExtractionImage,intensityHistogram,"(1000,)",1000
287,AwakeEventData,BOVWA.11TCC4.AWAKECAM11,ExtractionImage,intensityRMS,"(1,)",1
288,AwakeEventData,BOVWA.11TCC4.AWAKECAM11,ExtractionImage,intensitySigma,"(1,)",1
289,AwakeEventData,BOVWA.11TCC4.AWAKECAM11,ExtractionImage,pixelSize,"(1,)",1
290,AwakeEventData,BOVWA.11TCC4.AWAKECAM11,ExtractionImage,verProjAmp,"(1,)",1
291,AwakeEventData,BOVWA.11TCC4.AWAKECAM11,ExtractionImage,verProjAvg,"(1,)",1
292,AwakeEventData,BOVWA.11TCC4.AWAKECAM11,ExtractionImage,verProjSigma,"(1,)",1
293,AwakeEventData,BOVWA.11TCC4.AWAKECAM11,ExtractionImage,verProjection,"(960,)",960
294,AwakeEventData,BOVWA.11TCC4.AWAKECAM11,ExtractionImage,width,"(1,)",1
295,AwakeEventData,BOVWA.11TCC4.AWAKECAM11,PublishedSettings,delayTime,"(1,)",1
296,AwakeEventData,BOVWA.11TCC4.AWAKECAM11,PublishedSettings,exposureTime,"(1,)",1
297,AwakeEventData,BOVWA.11TCC4.AWAKECAM11,PublishedSettings,gain,"(1,)",1
298,AwakeEventData,BOVWA.11TCC4.AWAKECAM11,PublishedSettings,triggerMode,"(1,)",1
299,AwakeEventData,BPM.AWAKE.TT41,Acquisition,bpmNames,"(32,)",32
300,AwakeEventData,BPM.AWAKE.TT41,Acquisition,dynDestination,"(1,)",1
301,AwakeEventData,BPM.AWAKE.TT41,Acquisition,horPosOk,"(0,)",0
302,AwakeEventData,BPM.AWAKE.TT41,Acquisition,horPosition,"(32,)",32
303,AwakeEventData,BPM.AWAKE.TT41,Acquisition,nbOfBpms,"(1,)",1
304,AwakeEventData,BPM.AWAKE.TT41,Acquisition,verPosOk,"(0,)",0
305,AwakeEventData,BPM.AWAKE.TT41,Acquisition,verPosition,"(32,)",32
306,AwakeEventData,BTV.TT41.412354_FILTER,Acquisition,position,"(1,)",1
307,AwakeEventData,BTV.TT41.412426_FWHEEL,Acquisition,position,"(1,)",1
308,AwakeEventData,BTV.TT41.412426_MASK_H,Acquisition,position,"(1,)",1
309,AwakeEventData,BTV.TT41.412426_MASK_V,Acquisition,position,"(1,)",1
310,AwakeEventData,BTV.TT41.412442_FWHEEL,Acquisition,position,"(1,)",1
311,AwakeEventData,BTV.TT41.412442_MASK_H,Acquisition,position,"(1,)",1
312,AwakeEventData,BTV.TT41.412442_MASK_V,Acquisition,position,"(1,)",1
313,AwakeEventData,EMETER02,Acq,outOfRange,(),1
314,AwakeEventData,EMETER02,Acq,value,"(1,)",1
315,AwakeEventData,EMETER02,Acq,value_units,"(1,)",1
316,AwakeEventData,EMETER03,Acq,outOfRange,(),1
317,AwakeEventData,EMETER03,Acq,value,"(1,)",1
318,AwakeEventData,EMETER03,Acq,value_units,"(1,)",1
319,AwakeEventData,EMETER04,Acq,outOfRange,(),1
320,AwakeEventData,EMETER04,Acq,value,"(1,)",1
321,AwakeEventData,EMETER04,Acq,value_units,"(1,)",1
322,AwakeEventData,EMETER05,Acq,outOfRange,(),1
323,AwakeEventData,EMETER05,Acq,value,"(1,)",1
324,AwakeEventData,EMETER05,Acq,value_units,"(1,)",1
325,AwakeEventData,FWHEEL01,Acq,backWheelPositionDescription,"(1,)",1
326,AwakeEventData,FWHEEL01,Acq,frontWheelPositionDescription,"(1,)",1
327,AwakeEventData,FWHEEL01,Acq,status,"(1,)",1
328,AwakeEventData,GD_BPM.AWAKE.TRIUMF,AcquisitionSPS,bpmNames,"(14,)",14
329,AwakeEventData,GD_BPM.AWAKE.TRIUMF,AcquisitionSPS,horPos,"(14,)",14
330,AwakeEventData,GD_BPM.AWAKE.TRIUMF,AcquisitionSPS,nbOfBpms,"(1,)",1
331,AwakeEventData,GD_BPM.AWAKE.TRIUMF,AcquisitionSPS,posOK,"(1,)",1
332,AwakeEventData,GD_BPM.AWAKE.TRIUMF,AcquisitionSPS,sigma,"(14,)",14
333,AwakeEventData,GD_BPM.AWAKE.TRIUMF,AcquisitionSPS,verPos,"(14,)",14
334,AwakeEventData,GD_BPM.AWAKE.TRIUMF,GlobalAcquisition,bpmNames,"(14,)",14
335,AwakeEventData,GD_BPM.AWAKE.TRIUMF,GlobalAcquisition,horPos,"(14,)",14
336,AwakeEventData,GD_BPM.AWAKE.TRIUMF,GlobalAcquisition,horPosSelected,"(14,)",14
337,AwakeEventData,GD_BPM.AWAKE.TRIUMF,GlobalAcquisition,nbOfBpms,"(1,)",1
338,AwakeEventData,GD_BPM.AWAKE.TRIUMF,GlobalAcquisition,posOK,"(1,)",1
339,AwakeEventData,GD_BPM.AWAKE.TRIUMF,GlobalAcquisition,posOkSelected,"(0,)",0
340,AwakeEventData,GD_BPM.AWAKE.TRIUMF,GlobalAcquisition,sigma,"(14,)",14
341,AwakeEventData,GD_BPM.AWAKE.TRIUMF,GlobalAcquisition,sigmaSelected,"(14,)",14
342,AwakeEventData,GD_BPM.AWAKE.TRIUMF,GlobalAcquisition,verPos,"(14,)",14
343,AwakeEventData,GD_BPM.AWAKE.TRIUMF,GlobalAcquisition,verPosSelected,"(14,)",14
344,AwakeEventData,LSSE2,Acq,position,"(1,)",1
345,AwakeEventData,LSSP2,Acq,position,"(1,)",1
346,AwakeEventData,MPP-TSG41-MIRROR1-H,Acquisition,position,"(1,)",1
347,AwakeEventData,MPP-TSG41-MIRROR1-V,Acquisition,position,"(1,)",1
348,AwakeEventData,MPP-TSG41-WHEEL1-BI,Acquisition,position,"(1,)",1
349,AwakeEventData,MPP-VACTRANS-CTR,Acquisition,mmPosition,"(1,)",1
350,AwakeEventData,MPP-VACTRANS-CTR,Acquisition,position,"(1,)",1
351,AwakeEventData,MPP-VACTRANS-CTR,Acquisition,stepperBusy,(),1
352,AwakeEventData,MPP-VACTRANS-CTR,Acquisition,switchIn,(),1
353,AwakeEventData,MPP-VACTRANS-CTR,Acquisition,switchOut,(),1
354,AwakeEventData,MPP-VACTRANS-OTR,Acquisition,mmPosition,"(1,)",1
355,AwakeEventData,MPP-VACTRANS-OTR,Acquisition,position,"(1,)",1
356,AwakeEventData,MPP-VACTRANS-OTR,Acquisition,stepperBusy,(),1
357,AwakeEventData,MPP-VACTRANS-OTR,Acquisition,switchIn,(),1
358,AwakeEventData,MPP-VACTRANS-OTR,Acquisition,switchOut,(),1
359,AwakeEventData,MPPAWAKE-STANDA-08.AXIS01,Movement,leftLimitSwitchReached,(),1
360,AwakeEventData,MPPAWAKE-STANDA-08.AXIS01,Movement,position,(),1
361,AwakeEventData,MPPAWAKE-STANDA-08.AXIS01,Movement,rightLimitSwitchReached,(),1
362,AwakeEventData,MPPAWAKE-STANDA-08.AXIS02,Movement,leftLimitSwitchReached,(),1
363,AwakeEventData,MPPAWAKE-STANDA-08.AXIS02,Movement,position,(),1
364,AwakeEventData,MPPAWAKE-STANDA-08.AXIS02,Movement,rightLimitSwitchReached,(),1
365,AwakeEventData,MPPAWAKE-STANDA-08.AXIS03,Movement,leftLimitSwitchReached,(),1
366,AwakeEventData,MPPAWAKE-STANDA-08.AXIS03,Movement,position,(),1
367,AwakeEventData,MPPAWAKE-STANDA-08.AXIS03,Movement,rightLimitSwitchReached,(),1
368,AwakeEventData,MPPAWAKE-STANDA-08.AXIS04,Movement,leftLimitSwitchReached,(),1
369,AwakeEventData,MPPAWAKE-STANDA-08.AXIS04,Movement,position,(),1
370,AwakeEventData,MPPAWAKE-STANDA-08.AXIS04,Movement,rightLimitSwitchReached,(),1
371,AwakeEventData,MPPAWAKE-STANDA-08.AXIS09,Movement,leftLimitSwitchReached,(),1
372,AwakeEventData,MPPAWAKE-STANDA-08.AXIS09,Movement,position,(),1
373,AwakeEventData,MPPAWAKE-STANDA-08.AXIS09,Movement,rightLimitSwitchReached,(),1
374,AwakeEventData,MPPAWAKE-STANDA-08.AXIS10,Movement,leftLimitSwitchReached,(),1
375,AwakeEventData,MPPAWAKE-STANDA-08.AXIS10,Movement,position,(),1
376,AwakeEventData,MPPAWAKE-STANDA-08.AXIS10,Movement,rightLimitSwitchReached,(),1
377,AwakeEventData,MPPAWAKE-STANDA-08.AXIS11,Movement,leftLimitSwitchReached,(),1
378,AwakeEventData,MPPAWAKE-STANDA-08.AXIS11,Movement,position,(),1
379,AwakeEventData,MPPAWAKE-STANDA-08.AXIS11,Movement,rightLimitSwitchReached,(),1
380,AwakeEventData,MPPAWAKE-STANDA-08.AXIS12,Movement,leftLimitSwitchReached,(),1
381,AwakeEventData,MPPAWAKE-STANDA-08.AXIS12,Movement,position,(),1
382,AwakeEventData,MPPAWAKE-STANDA-08.AXIS12,Movement,rightLimitSwitchReached,(),1
383,AwakeEventData,MPPAWAKE-STANDA-12.AXIS01,Movement,leftLimitSwitchReached,(),1
384,AwakeEventData,MPPAWAKE-STANDA-12.AXIS01,Movement,position,(),1
385,AwakeEventData,MPPAWAKE-STANDA-12.AXIS01,Movement,rightLimitSwitchReached,(),1
386,AwakeEventData,MPPAWAKE-STANDA-12.AXIS02,Movement,leftLimitSwitchReached,(),1
387,AwakeEventData,MPPAWAKE-STANDA-12.AXIS02,Movement,position,(),1
388,AwakeEventData,MPPAWAKE-STANDA-12.AXIS02,Movement,rightLimitSwitchReached,(),1
389,AwakeEventData,MPPAWAKE-STANDA-12.AXIS03,Movement,leftLimitSwitchReached,(),1
390,AwakeEventData,MPPAWAKE-STANDA-12.AXIS03,Movement,position,(),1
391,AwakeEventData,MPPAWAKE-STANDA-12.AXIS03,Movement,rightLimitSwitchReached,(),1
392,AwakeEventData,MPPAWAKE-STANDA-12.AXIS04,Movement,leftLimitSwitchReached,(),1
393,AwakeEventData,MPPAWAKE-STANDA-12.AXIS04,Movement,position,(),1
394,AwakeEventData,MPPAWAKE-STANDA-12.AXIS04,Movement,rightLimitSwitchReached,(),1
395,AwakeEventData,MPPAWAKE-STANDA-12.AXIS05,Movement,leftLimitSwitchReached,(),1
396,AwakeEventData,MPPAWAKE-STANDA-12.AXIS05,Movement,position,(),1
397,AwakeEventData,MPPAWAKE-STANDA-12.AXIS05,Movement,rightLimitSwitchReached,(),1
398,AwakeEventData,MPPAWAKE-STANDA-12.AXIS06,Movement,leftLimitSwitchReached,(),1
399,AwakeEventData,MPPAWAKE-STANDA-12.AXIS06,Movement,position,(),1
400,AwakeEventData,MPPAWAKE-STANDA-12.AXIS06,Movement,rightLimitSwitchReached,(),1
401,AwakeEventData,MPPAWAKE-STANDA-12.AXIS07,Movement,leftLimitSwitchReached,(),1
402,AwakeEventData,MPPAWAKE-STANDA-12.AXIS07,Movement,position,(),1
403,AwakeEventData,MPPAWAKE-STANDA-12.AXIS07,Movement,rightLimitSwitchReached,(),1
404,AwakeEventData,MPPAWAKE-STANDA-12.AXIS08,Movement,leftLimitSwitchReached,(),1
405,AwakeEventData,MPPAWAKE-STANDA-12.AXIS08,Movement,position,(),1
406,AwakeEventData,MPPAWAKE-STANDA-12.AXIS08,Movement,rightLimitSwitchReached,(),1
407,AwakeEventData,MPPAWAKE-STANDA-12.AXIS09,Movement,leftLimitSwitchReached,(),1
408,AwakeEventData,MPPAWAKE-STANDA-12.AXIS09,Movement,position,(),1
409,AwakeEventData,MPPAWAKE-STANDA-12.AXIS09,Movement,rightLimitSwitchReached,(),1
410,AwakeEventData,MPPAWAKE-STANDA-12.AXIS10,Movement,leftLimitSwitchReached,(),1
411,AwakeEventData,MPPAWAKE-STANDA-12.AXIS10,Movement,position,(),1
412,AwakeEventData,MPPAWAKE-STANDA-12.AXIS10,Movement,rightLimitSwitchReached,(),1
413,AwakeEventData,MPPAWAKE-STANDA-12.AXIS11,Movement,leftLimitSwitchReached,(),1
414,AwakeEventData,MPPAWAKE-STANDA-12.AXIS11,Movement,position,(),1
415,AwakeEventData,MPPAWAKE-STANDA-12.AXIS11,Movement,rightLimitSwitchReached,(),1
416,AwakeEventData,MPPAWAKE-STANDA-12.AXIS12,Movement,leftLimitSwitchReached,(),1
417,AwakeEventData,MPPAWAKE-STANDA-12.AXIS12,Movement,position,(),1
418,AwakeEventData,MPPAWAKE-STANDA-12.AXIS12,Movement,rightLimitSwitchReached,(),1
419,AwakeEventData,PMOTOR01,Acquisition,position,"(1,)",1
420,AwakeEventData,PMOTOR02,Acquisition,position,"(1,)",1
421,AwakeEventData,PMOTOR03,Acquisition,position,"(1,)",1
422,AwakeEventData,PMOTOR04,Acquisition,position,"(1,)",1
423,AwakeEventData,PMOTOR05,Acquisition,position,"(1,)",1
424,AwakeEventData,PMOTOR06,Acquisition,position,"(1,)",1
425,AwakeEventData,PMOTOR13,Acquisition,position,"(1,)",1
426,AwakeEventData,PMOTOR14,Acquisition,position,"(1,)",1
427,AwakeEventData,PMOTOR15,Acquisition,position,"(1,)",1
428,AwakeEventData,PMOTOR16,Acquisition,position,"(1,)",1
429,AwakeEventData,Plunger.412401,StartCounterSt,value,"(1,)",1
430,AwakeEventData,Plunger.412401,State,value,"(1,)",1
431,AwakeEventData,Plunger.412422,StartCounterSt,value,"(1,)",1
432,AwakeEventData,Plunger.412422,State,value,"(1,)",1
433,AwakeEventData,RADMON.AWAKE-1,Acquisition,SEUType1,"(1,)",1
434,AwakeEventData,RADMON.AWAKE-1,Acquisition,SEUType2,"(1,)",1
435,AwakeEventData,RADMON.AWAKE-1,Acquisition,cumBank1HadronFluence,"(1,)",1
436,AwakeEventData,RADMON.AWAKE-1,Acquisition,cumBank1MBUCounts,"(1,)",1
437,AwakeEventData,RADMON.AWAKE-1,Acquisition,cumBank1SEUCounts,"(1,)",1
438,AwakeEventData,RADMON.AWAKE-1,Acquisition,cumBank2HadronFluence,"(1,)",1
439,AwakeEventData,RADMON.AWAKE-1,Acquisition,cumBank2MBUCounts,"(1,)",1
440,AwakeEventData,RADMON.AWAKE-1,Acquisition,cumBank2SEUCounts,"(1,)",1
441,AwakeEventData,RADMON.AWAKE-1,Acquisition,cumNeutronFluence,"(1,)",1
442,AwakeEventData,RADMON.AWAKE-1,Acquisition,cumTID1,"(1,)",1
443,AwakeEventData,RADMON.AWAKE-1,Acquisition,cumTID2,"(1,)",1
444,AwakeEventData,RADMON.AWAKE-1,Acquisition,lPar1,"(1,)",1
445,AwakeEventData,RADMON.AWAKE-1,Acquisition,lPar2,"(1,)",1
446,AwakeEventData,RADMON.AWAKE-1,Acquisition,lPar3,"(1,)",1
447,AwakeEventData,RADMON.AWAKE-1,Acquisition,lParType,"(1,)",1
448,AwakeEventData,RADMON.AWAKE-1,Acquisition,pinDiodeType,"(1,)",1
449,AwakeEventData,RADMON.AWAKE-1,Acquisition,radfet1Type,"(1,)",1
450,AwakeEventData,RADMON.AWAKE-1,Acquisition,radfet2Type,"(1,)",1
451,AwakeEventData,RADMON.AWAKE-1,Acquisition,radmonStatus,"(1,)",1
452,AwakeEventData,RADMON.AWAKE-1,Acquisition,revisionNumber,"(1,)",1
453,AwakeEventData,RADMON.AWAKE-1,Acquisition,revisionType,"(1,)",1
454,AwakeEventData,RADMON.AWAKE-2,Acquisition,SEUType1,"(1,)",1
455,AwakeEventData,RADMON.AWAKE-2,Acquisition,SEUType2,"(1,)",1
456,AwakeEventData,RADMON.AWAKE-2,Acquisition,cumBank1HadronFluence,"(1,)",1
457,AwakeEventData,RADMON.AWAKE-2,Acquisition,cumBank1MBUCounts,"(1,)",1
458,AwakeEventData,RADMON.AWAKE-2,Acquisition,cumBank1SEUCounts,"(1,)",1
459,AwakeEventData,RADMON.AWAKE-2,Acquisition,cumBank2HadronFluence,"(1,)",1
460,AwakeEventData,RADMON.AWAKE-2,Acquisition,cumBank2MBUCounts,"(1,)",1
461,AwakeEventData,RADMON.AWAKE-2,Acquisition,cumBank2SEUCounts,"(1,)",1
462,AwakeEventData,RADMON.AWAKE-2,Acquisition,cumNeutronFluence,"(1,)",1
463,AwakeEventData,RADMON.AWAKE-2,Acquisition,cumTID1,"(1,)",1
464,AwakeEventData,RADMON.AWAKE-2,Acquisition,cumTID2,"(1,)",1
465,AwakeEventData,RADMON.AWAKE-2,Acquisition,lPar1,"(1,)",1
466,AwakeEventData,RADMON.AWAKE-2,Acquisition,lPar2,"(1,)",1
467,AwakeEventData,RADMON.AWAKE-2,Acquisition,lPar3,"(1,)",1
468,AwakeEventData,RADMON.AWAKE-2,Acquisition,lParType,"(1,)",1
469,AwakeEventData,RADMON.AWAKE-2,Acquisition,pinDiodeType,"(1,)",1
470,AwakeEventData,RADMON.AWAKE-2,Acquisition,radfet1Type,"(1,)",1
471,AwakeEventData,RADMON.AWAKE-2,Acquisition,radfet2Type,"(1,)",1
472,AwakeEventData,RADMON.AWAKE-2,Acquisition,radmonStatus,"(1,)",1
473,AwakeEventData,RADMON.AWAKE-2,Acquisition,revisionNumber,"(1,)",1
474,AwakeEventData,RADMON.AWAKE-2,Acquisition,revisionType,"(1,)",1
475,AwakeEventData,RADMON.AWAKE-3,Acquisition,SEUType1,"(1,)",1
476,AwakeEventData,RADMON.AWAKE-3,Acquisition,SEUType2,"(1,)",1
477,AwakeEventData,RADMON.AWAKE-3,Acquisition,cumBank1HadronFluence,"(1,)",1
478,AwakeEventData,RADMON.AWAKE-3,Acquisition,cumBank1MBUCounts,"(1,)",1
479,AwakeEventData,RADMON.AWAKE-3,Acquisition,cumBank1SEUCounts,"(1,)",1
480,AwakeEventData,RADMON.AWAKE-3,Acquisition,cumBank2HadronFluence,"(1,)",1
481,AwakeEventData,RADMON.AWAKE-3,Acquisition,cumBank2MBUCounts,"(1,)",1
482,AwakeEventData,RADMON.AWAKE-3,Acquisition,cumBank2SEUCounts,"(1,)",1
483,AwakeEventData,RADMON.AWAKE-3,Acquisition,cumNeutronFluence,"(1,)",1
484,AwakeEventData,RADMON.AWAKE-3,Acquisition,cumTID1,"(1,)",1
485,AwakeEventData,RADMON.AWAKE-3,Acquisition,cumTID2,"(1,)",1
486,AwakeEventData,RADMON.AWAKE-3,Acquisition,lPar1,"(1,)",1
487,AwakeEventData,RADMON.AWAKE-3,Acquisition,lPar2,"(1,)",1
488,AwakeEventData,RADMON.AWAKE-3,Acquisition,lPar3,"(1,)",1
489,AwakeEventData,RADMON.AWAKE-3,Acquisition,lParType,"(1,)",1
490,AwakeEventData,RADMON.AWAKE-3,Acquisition,pinDiodeType,"(1,)",1
491,AwakeEventData,RADMON.AWAKE-3,Acquisition,radfet1Type,"(1,)",1
492,AwakeEventData,RADMON.AWAKE-3,Acquisition,radfet2Type,"(1,)",1
493,AwakeEventData,RADMON.AWAKE-3,Acquisition,radmonStatus,"(1,)",1
494,AwakeEventData,RADMON.AWAKE-3,Acquisition,revisionNumber,"(1,)",1
495,AwakeEventData,RADMON.AWAKE-3,Acquisition,revisionType,"(1,)",1
496,AwakeEventData,RPADA.BB4.RQNI.412432,,MEAS.I,"(1,)",1
497,AwakeEventData,RPADA.BB4.RQNI.412432,,REF.I,"(1,)",1
498,AwakeEventData,RPCAH.TSG4.RCIBH.412344,Acquisition,currentAverage,"(1,)",1
499,AwakeEventData,RPCAH.TSG4.RCIBH.412345,Acquisition,currentAverage,"(1,)",1
500,AwakeEventData,RPCAH.TSG4.RCIBH.412347,Acquisition,currentAverage,"(1,)",1
501,AwakeEventData,RPCAH.TSG4.RCIBH.412349,Acquisition,currentAverage,"(1,)",1
502,AwakeEventData,RPCAH.TSG4.RCIBH.412353,Acquisition,currentAverage,"(1,)",1
503,AwakeEventData,RPCAH.TSG4.RCIBH.430011,Acquisition,currentAverage,"(1,)",1
504,AwakeEventData,RPCAH.TSG4.RCIBH.430029,Acquisition,currentAverage,"(1,)",1
505,AwakeEventData,RPCAH.TSG4.RCIBH.430040,Acquisition,currentAverage,"(1,)",1
506,AwakeEventData,RPCAH.TSG4.RCIBH.430104,Acquisition,currentAverage,"(1,)",1
507,AwakeEventData,RPCAH.TSG4.RCIBH.430130,Acquisition,currentAverage,"(1,)",1
508,AwakeEventData,RPCAH.TSG4.RCIBH.430204,Acquisition,currentAverage,"(1,)",1
509,AwakeEventData,RPCAH.TSG4.RCIBH.430309,Acquisition,currentAverage,"(1,)",1
510,AwakeEventData,RPCAH.TSG4.RCIBV.412344,Acquisition,currentAverage,"(1,)",1
511,AwakeEventData,RPCAH.TSG4.RCIBV.412345,Acquisition,currentAverage,"(1,)",1
512,AwakeEventData,RPCAH.TSG4.RCIBV.412347,Acquisition,currentAverage,"(1,)",1
513,AwakeEventData,RPCAH.TSG4.RCIBV.412349,Acquisition,currentAverage,"(1,)",1
514,AwakeEventData,RPCAH.TSG4.RCIBV.412353,Acquisition,currentAverage,"(1,)",1
515,AwakeEventData,RPCAH.TSG4.RCIBV.430011,Acquisition,currentAverage,"(1,)",1
516,AwakeEventData,RPCAH.TSG4.RCIBV.430029,Acquisition,currentAverage,"(1,)",1
517,AwakeEventData,RPCAH.TSG4.RCIBV.430040,Acquisition,currentAverage,"(1,)",1
518,AwakeEventData,RPCAH.TSG4.RCIBV.430104,Acquisition,currentAverage,"(1,)",1
519,AwakeEventData,RPCAH.TSG4.RCIBV.430130,Acquisition,currentAverage,"(1,)",1
520,AwakeEventData,RPCAH.TSG4.RCIBV.430204,Acquisition,currentAverage,"(1,)",1
521,AwakeEventData,RPCAH.TSG4.RCIBV.430309,Acquisition,currentAverage,"(1,)",1
522,AwakeEventData,RPCAH.TSG4.RQID.412344,Acquisition,currentAverage,"(1,)",1
523,AwakeEventData,RPCAH.TSG4.RQID.412347,Acquisition,currentAverage,"(1,)",1
524,AwakeEventData,RPCAH.TSG4.RQID.430031,Acquisition,currentAverage,"(1,)",1
525,AwakeEventData,RPCAH.TSG4.RQID.430037,Acquisition,currentAverage,"(1,)",1
526,AwakeEventData,RPCAH.TSG4.RQID.430109S,Acquisition,currentAverage,"(1,)",1
527,AwakeEventData,RPCAH.TSG4.RQIF.412346,Acquisition,currentAverage,"(1,)",1
528,AwakeEventData,RPCAH.TSG4.RQIF.430034,Acquisition,currentAverage,"(1,)",1
529,AwakeEventData,RPCAH.TSG4.RQIF.430118,Acquisition,currentAverage,"(1,)",1
530,AwakeEventData,RPCAH.TSG4.RQIF.430205,Acquisition,currentAverage,"(1,)",1
531,AwakeEventData,RPCAH.TSG4.RQIF.430311,Acquisition,currentAverage,"(1,)",1
532,AwakeEventData,RPPEF.BB4.RBIH.412435,,MEAS.I,"(1,)",1
533,AwakeEventData,RPPEF.BB4.RBIH.412435,,REF.I,"(1,)",1
534,AwakeEventData,RPSKN.TSG4.SNH.430000,Acquisition,currentAverage,"(1,)",1
535,AwakeEventData,RPSKN.TSG4.SNJ.430001,Acquisition,currentAverage,"(1,)",1
536,AwakeEventData,SPS.BCTDC.41435,Acquisition,acqDesc,"(1,)",1
537,AwakeEventData,SPS.BCTDC.41435,Acquisition,acqMsg,"(1,)",1
538,AwakeEventData,SPS.BCTDC.41435,Acquisition,acqState,"(1,)",1
539,AwakeEventData,SPS.BCTDC.41435,Acquisition,acqTime,"(1,)",1
540,AwakeEventData,SPS.BCTDC.41435,Acquisition,calMarkerData,"(1120,)",1120
541,AwakeEventData,SPS.BCTDC.41435,Acquisition,cycleTime,"(1,)",1
542,AwakeEventData,SPS.BCTDC.41435,Acquisition,dumpCycleTime,"(1,)",1
543,AwakeEventData,SPS.BCTDC.41435,Acquisition,dumpInt,"(1,)",1
544,AwakeEventData,SPS.BCTDC.41435,Acquisition,inCheckStatusData,"(1120,)",1120
545,AwakeEventData,SPS.BCTDC.41435,Acquisition,lowIbStatusData,"(1120,)",1120
546,AwakeEventData,SPS.BCTDC.41435,Acquisition,measStamp,"(940,)",940
547,AwakeEventData,SPS.BCTDC.41435,Acquisition,measStamp_unit,"(1,)",1
548,AwakeEventData,SPS.BCTDC.41435,Acquisition,measStamp_unitExponent,"(1,)",1
549,AwakeEventData,SPS.BCTDC.41435,Acquisition,nbOfAdcData,"(1,)",1
550,AwakeEventData,SPS.BCTDC.41435,Acquisition,nbOfMeas,"(1,)",1
551,AwakeEventData,SPS.BCTDC.41435,Acquisition,range1Data,"(1120,)",1120
552,AwakeEventData,SPS.BCTDC.41435,Acquisition,range2Data,"(1120,)",1120
553,AwakeEventData,SPS.BCTDC.41435,Acquisition,range3Data,"(1120,)",1120
554,AwakeEventData,SPS.BCTDC.41435,Acquisition,range4Data,"(1120,)",1120
555,AwakeEventData,SPS.BCTDC.41435,Acquisition,samplingTime,"(1,)",1
556,AwakeEventData,SPS.BCTDC.41435,Acquisition,sbfCycleTime,"(1,)",1
557,AwakeEventData,SPS.BCTDC.41435,Acquisition,sbfIntensity,"(1,)",1
558,AwakeEventData,SPS.BCTDC.41435,Acquisition,selectedRange,"(1,)",1
559,AwakeEventData,SPS.BCTDC.41435,Acquisition,slowCycleTime,"(1,)",1
560,AwakeEventData,SPS.BCTDC.41435,Acquisition,slowExtInt,"(1,)",1
561,AwakeEventData,SPS.BCTDC.41435,Acquisition,superCycleNb,"(1,)",1
562,AwakeEventData,SPS.BCTDC.41435,Acquisition,totalIntensity,"(940,)",940
563,AwakeEventData,SPS.BCTDC.41435,Acquisition,totalIntensity4Ranges,"(4, 1120)",4480
564,AwakeEventData,SPS.BCTDC.41435,Acquisition,totalIntensity_unit,"(1,)",1
565,AwakeEventData,SPS.BCTDC.41435,Acquisition,totalIntensity_unitExponent,"(1,)",1
566,AwakeEventData,SPS.BCTDC.41435,Acquisition,vmodStatus,"(1,)",1
567,AwakeEventData,SPS.BCTDC.51895,Acquisition,acqDesc,"(1,)",1
568,AwakeEventData,SPS.BCTDC.51895,Acquisition,acqMsg,"(1,)",1
569,AwakeEventData,SPS.BCTDC.51895,Acquisition,acqState,"(1,)",1
570,AwakeEventData,SPS.BCTDC.51895,Acquisition,acqTime,"(1,)",1
571,AwakeEventData,SPS.BCTDC.51895,Acquisition,calMarkerData,"(1120,)",1120
572,AwakeEventData,SPS.BCTDC.51895,Acquisition,cycleTime,"(1,)",1
573,AwakeEventData,SPS.BCTDC.51895,Acquisition,dumpCycleTime,"(1,)",1
574,AwakeEventData,SPS.BCTDC.51895,Acquisition,dumpInt,"(1,)",1
575,AwakeEventData,SPS.BCTDC.51895,Acquisition,inCheckStatusData,"(1120,)",1120
576,AwakeEventData,SPS.BCTDC.51895,Acquisition,lowIbStatusData,"(1120,)",1120
577,AwakeEventData,SPS.BCTDC.51895,Acquisition,measStamp,"(940,)",940
578,AwakeEventData,SPS.BCTDC.51895,Acquisition,measStamp_unit,"(1,)",1
579,AwakeEventData,SPS.BCTDC.51895,Acquisition,measStamp_unitExponent,"(1,)",1
580,AwakeEventData,SPS.BCTDC.51895,Acquisition,monitorArray1,"(1120,)",1120
581,AwakeEventData,SPS.BCTDC.51895,Acquisition,monitorArray2,"(1120,)",1120
582,AwakeEventData,SPS.BCTDC.51895,Acquisition,nbOfAdcData,"(1,)",1
583,AwakeEventData,SPS.BCTDC.51895,Acquisition,nbOfMeas,"(1,)",1
